date,close,light
28-Apr-01,0,14
29-Apr-01,1,14
30-Apr-01,1,3
1-May-01,13,4
2-May-01,6,5
3-May-01,10,4
4-May-01,5,6
5-May-01,2,4
6-May-01,0,4
7-May-01,8,5
8-May-01,1,7
9-May-01,4,4
10-May-01,7,4
11-May-01,8,3
12-May-01,0,4
14-May-01,2,3
15-May-01,5,4
16-May-01,1,3
17-May-01,0,5
18-May-01,0,3
19-May-01,1,17
20-May-01,0,15
21-May-01,1,15
22-May-01,1,15
23-May-01,2,15
24-May-01,3,17
25-May-01,0,14
26-May-01,0,14
27-May-01,0,14
28-May-01,0,3
29-May-01,2,3
30-May-01,0,3
31-May-01,0,15
2-Jun-01,0,15
19-Aug-01,0,14
20-Aug-01,1,4
21-Aug-01,0,3
22-Aug-01,0,5
23-Aug-01,0,17
24-Aug-01,2,17
25-Aug-01,2,17
26-Aug-01,0,17
27-Aug-01,2,17
28-Aug-01,0,11
29-Aug-01,0,10
31-Aug-01,8,10
1-Sep-01,3,6
2-Sep-01,1,7
3-Sep-01,1,6
4-Sep-01,0,4
5-Sep-01,0,4
6-Sep-01,1,3
7-Sep-01,0,4
8-Sep-01,0,3
9-Sep-01,2,5
10-Sep-01,3,7
11-Sep-01,0,5
12-Sep-01,0,5
13-Sep-01,0,4
14-Sep-01,0,7
15-Sep-01,0,6
17-Sep-01,0,4
18-Sep-01,0,3
19-Sep-01,0,5
20-Sep-01,2,3
22-Sep-01,1,5
23-Sep-01,0,3
24-Sep-01,4,4
25-Sep-01,12,6
26-Sep-01,5,11
27-Sep-01,7,10
28-Sep-01,2,6
29-Sep-01,4,7
30-Sep-01,2,7
1-Oct-01,8,7
2-Oct-01,6,6
3-Oct-01,2,7
4-Oct-01,2,7
5-Oct-01,8,6
6-Oct-01,8,5
7-Oct-01,5,5
8-Oct-01,3,3
9-Oct-01,0,10
10-Oct-01,0,9
11-Oct-01,11,15
12-Oct-01,4,17
13-Oct-01,66,17
15-Oct-01,37,17
16-Oct-01,58,17
17-Oct-01,35,17
18-Oct-01,16,14
19-Oct-01,2,17
20-Oct-01,3,15
21-Oct-01,1,3
22-Oct-01,7,4
23-Oct-01,18,14
24-Oct-01,11,14
25-Oct-01,15,17
26-Oct-01,10,16
27-Oct-01,23,17
28-Oct-01,13,15
29-Oct-01,5,15
30-Oct-01,1,15
31-Oct-01,3,14
1-Nov-01,1,4
2-Nov-01,12,5
3-Nov-01,9,3
4-Nov-01,2,4
5-Nov-01,2,4
6-Nov-01,0,4
7-Nov-01,0,3
8-Nov-01,1,5
9-Nov-01,2,7
10-Nov-01,1,10
11-Nov-01,3,10
12-Nov-01,0,10
13-Nov-01,5,11
14-Nov-01,2,13
15-Nov-01,0,8
16-Nov-01,3,9
17-Nov-01,0,9
18-Nov-01,2,9
19-Nov-01,0,10
20-Nov-01,0,8
21-Nov-01,0,8
24-Nov-01,0,3
25-Nov-01,0,4
26-Nov-01,0,5
8-Mar-02,1,3
9-Mar-02,0,3
12-Mar-02,0,3
13-Mar-02,1,3
14-Mar-02,0,4
15-Mar-02,11,4
16-Mar-02,0,4
17-Mar-02,0,3
18-Mar-02,0,3
19-Mar-02,0,3
20-Mar-02,0,3
21-Mar-02,1,3
22-Mar-02,0,4
23-Mar-02,0,3
24-Mar-02,0,3
25-Mar-02,0,3
27-Mar-02,0,3
29-Mar-02,0,3
30-Mar-02,1,5
31-Mar-02,0,3
1-Apr-02,0,4
2-Apr-02,1,6
3-Apr-02,1,15
4-Apr-02,0,15
5-Apr-02,0,15
6-Apr-02,0,17
7-Apr-02,11,17
8-Apr-02,9,14
9-Apr-02,1,14
10-Apr-02,2,14
11-Apr-02,9,13
12-Apr-02,15,13
13-Apr-02,1,10
14-Apr-02,0,10
15-Apr-02,14,9
16-Apr-02,28,9
17-Apr-02,18,9
18-Apr-02,7,9
21-Apr-02,0,3
22-Apr-02,3,3
23-Apr-02,0,14
24-Apr-02,18,15
25-Apr-02,8,15
26-Apr-02,0,17
27-Apr-02,0,17
28-Apr-02,4,17
29-Apr-02,1,15
30-Apr-02,8,15
1-May-02,6,14
2-May-02,2,17
3-May-02,0,15
5-May-02,49,15
6-May-02,118,17
7-May-02,52,17
8-May-02,11,17
9-May-02,27,15
10-May-02,4,15
11-May-02,4,4
12-May-02,1,4
13-May-02,2,3
14-May-02,1,4
15-May-02,1,4
16-May-02,12,5
17-May-02,1,5
18-May-02,1,5
19-May-02,3,3
20-May-02,4,3
21-May-02,0,4
22-May-02,1,4
23-May-02,3,6
24-May-02,0,4
25-May-02,0,4
28-May-02,1,4
29-May-02,1,15
30-May-02,1,15
23-Aug-02,0,17
24-Aug-02,0,17
25-Aug-02,0,17
26-Aug-02,1,17
27-Aug-02,0,15
28-Aug-02,1,17
29-Aug-02,0,15
30-Aug-02,0,17
31-Aug-02,0,17
1-Sep-02,0,17
3-Sep-02,3,17
4-Sep-02,1,17
5-Sep-02,3,17
6-Sep-02,1,17
7-Sep-02,1,17
8-Sep-02,0,17
9-Sep-02,0,17
10-Sep-02,49,17
11-Sep-02,19,17
12-Sep-02,6,17
13-Sep-02,5,17
14-Sep-02,3,17
15-Sep-02,2,17
16-Sep-02,5,15
17-Sep-02,4,15
18-Sep-02,1,15
19-Sep-02,0,15
20-Sep-02,0,15
21-Sep-02,37,15
22-Sep-02,28,14
23-Sep-02,8,17
24-Sep-02,6,17
25-Sep-02,4,13
26-Sep-02,3,13
27-Sep-02,10,13
28-Sep-02,5,13
29-Sep-02,8,11
30-Sep-02,2,11
1-Oct-02,0,13
2-Oct-02,5,15
3-Oct-02,2,13
4-Oct-02,2,14
5-Oct-02,45,13
6-Oct-02,41,11
7-Oct-02,41,13
8-Oct-02,15,13
9-Oct-02,9,11
10-Oct-02,15,11
11-Oct-02,13,11
12-Oct-02,51,11
13-Oct-02,64,11
14-Oct-02,29,13
15-Oct-02,2,13
16-Oct-02,70,13
17-Oct-02,28,13
18-Oct-02,2,11
19-Oct-02,5,11
20-Oct-02,4,10
21-Oct-02,2,5
22-Oct-02,4,11
23-Oct-02,16,13
24-Oct-02,3,13
25-Oct-02,4,10
26-Oct-02,4,13
27-Oct-02,17,13
28-Oct-02,9,11
29-Oct-02,0,13
30-Oct-02,3,17
31-Oct-02,1,17
1-Nov-02,16,14
2-Nov-02,3,17
3-Nov-02,15,17
4-Nov-02,2,17
5-Nov-02,3,17
7-Nov-02,3,17
8-Nov-02,2,17
9-Nov-02,0,15
10-Nov-02,1,14
11-Nov-02,0,14
12-Nov-02,2,15
13-Nov-02,2,17
14-Nov-02,4,14
15-Nov-02,0,15
16-Nov-02,0,9
17-Nov-02,0,12
12-Mar-03,0,11
14-Mar-03,0,14
15-Mar-03,0,14
17-Mar-03,6,16
18-Mar-03,2,4
19-Mar-03,0,4
20-Mar-03,1,4
21-Mar-03,1,4
22-Mar-03,0,4
23-Mar-03,6,5
24-Mar-03,4,6
25-Mar-03,1,6
26-Mar-03,0,6
27-Mar-03,0,7
28-Mar-03,11,7
29-Mar-03,5,7
30-Mar-03,4,7
31-Mar-03,2,6
1-Apr-03,1,6
2-Apr-03,7,7
3-Apr-03,1,6
4-Apr-03,0,3
5-Apr-03,0,14
6-Apr-03,1,16
8-Apr-03,0,14
9-Apr-03,0,14
10-Apr-03,0,14
11-Apr-03,0,14
12-Apr-03,0,14
13-Apr-03,0,16
14-Apr-03,3,14
15-Apr-03,12,3
16-Apr-03,12,3
17-Apr-03,2,14
18-Apr-03,0,3
19-Apr-03,1,6
20-Apr-03,6,3
21-Apr-03,12,4
22-Apr-03,2,3
23-Apr-03,0,8
24-Apr-03,1,8
25-Apr-03,1,8
26-Apr-03,0,8
27-Apr-03,0,11
28-Apr-03,11,11
29-Apr-03,2,11
30-Apr-03,6,11
1-May-03,9,8
2-May-03,1,8
3-May-03,0,5
4-May-03,0,7
5-May-03,0,9
6-May-03,7,3
7-May-03,4,5
8-May-03,1,6
9-May-03,1,4
10-May-03,72,16
11-May-03,57,16
12-May-03,25,17
13-May-03,8,17
14-May-03,5,17
15-May-03,4,17
16-May-03,2,17
17-May-03,1,17
18-May-03,0,15
19-May-03,0,15
20-May-03,6,17
21-May-03,1,17
22-May-03,0,17
23-May-03,1,17
24-May-03,1,3
25-May-03,0,3
26-May-03,0,6
27-May-03,0,17
28-May-03,4,6
29-May-03,5,6
30-May-03,3,5
31-May-03,0,5
18-Aug-03,0,4
19-Aug-03,0,4
20-Aug-03,0,4
21-Aug-03,0,4
22-Aug-03,0,4
23-Aug-03,0,14
24-Aug-03,0,14
25-Aug-03,0,14
26-Aug-03,1,7
27-Aug-03,11,5
28-Aug-03,0,5
29-Aug-03,0,3
30-Aug-03,0,3
31-Aug-03,0,3
1-Sep-03,0,3
2-Sep-03,3,17
2-Sep-03,3,3
3-Sep-03,1,14
4-Sep-03,12,14
5-Sep-03,1,10
6-Sep-03,1,7
7-Sep-03,1,5
8-Sep-03,5,6
9-Sep-03,1,4
10-Sep-03,1,16
12-Sep-03,1,17
13-Sep-03,0,16
14-Sep-03,3,17
15-Sep-03,25,17
16-Sep-03,12,16
17-Sep-03,8,17
